"cleanedTweets","tweet","timestamp","Date","score","sentiment"
"done hope to get lucky","@Voonik Done :) .. hope to get lucky #AGentleman  #ContestAlert https://t.co/cikGBFjgdj",2017-08-28 09:56:49,2017-08-28,1,"positive"
"would love to win this outfit team jacky is one of my favorite","@Voonik Would love to win this outfit team Jacky is one of my favorite 😍😍 #AGentleman #CONTESTALERT",2017-08-28 09:55:21,2017-08-28,3,"positive"
"join and win this amazing outfit","@Voonik Join @sima @mansi @manav @shineysimar @torressimha @MinakshiKandwal @NeelamCena @puadee @poonampanwar624 and win this amazing outfit",2017-08-28 09:54:47,2017-08-28,2,"positive"
"shared done wish to win","@Voonik shared done... wish to win #contest #AGentleman https://t.co/PaeZGnRNb8",2017-08-28 09:54:27,2017-08-28,1,"positive"
"wohoo","@Voonik #CONTESTALERT #AGentleman wohoo",2017-08-28 09:54:06,2017-08-28,0,"neutral"
"join in guys","@Voonik Join in guys

@shounak_bafna
@13bhavani
@ashok_agarwal_
@sanskriti30

#AGentleman",2017-08-28 09:50:30,2017-08-28,0,"neutral"
"done wish to be the lucky one","@Voonik Done. Wish to be the lucky one. #AGentleman",2017-08-28 09:50:01,2017-08-28,1,"positive"
"i want amp wish to win this outfit of jacqueline fernandez from movie for my sister","@Voonik I want &amp; wish to win this outfit of Jacqueline Fernandez from movie #AGentleman for my sister .. 😊😊",2017-08-28 09:46:51,2017-08-28,1,"positive"
"check this out","Check this out #AGentleman https://t.co/tfMRDhREbl",2017-08-28 09:46:06,2017-08-28,0,"neutral"
"liked shared invited frnds to do so","@Voonik #AGentleman liked, shared , invited frnds to do so",2017-08-28 09:36:13,2017-08-28,1,"positive"
"waiting for winning announcement ️ ️ ️","@Voonik waiting for winning announcement ❤️❤️❤️",2017-08-28 09:35:35,2017-08-28,0,"neutral"
"yay the first one to share high hopes to win","@Voonik Yay..The first one to share..High hopes to win",2017-08-28 09:33:16,2017-08-28,1,"positive"
"would love to win an outfit from the movie team","@Voonik Would love to win an outfit from the movie team #AGentleman",2017-08-28 09:30:54,2017-08-28,2,"positive"
"done done done team
rt amp win 
participate guys","@Voonik Done done done team
RT &amp; WIN 
Participate guys
@FunkyVani
@kesarwani_naira
#AGentleman",2017-08-28 09:30:20,2017-08-28,1,"positive"
"share done","@Voonik Share done ❤✔ 
#AGentleman",2017-08-28 09:30:06,2017-08-28,0,"neutral"
"rt done team 
wish to win","@Voonik RT done team.. 
Wish to win 😍😍
#AGentleman
@AkhilKesarwani5
@Meeragu75140293
@kesarwani_naira… https://t.co/1xGVSYbxXI",2017-08-28 09:29:06,2017-08-28,1,"positive"
"contes
done team","@Voonik #AGentleman #ContestAlert contes
Done team",2017-08-28 09:28:36,2017-08-28,0,"neutral"
"liked and rt done","@Voonik #AGentleman #ContestAlert 
LIKED AND RT DONE",2017-08-28 06:32:02,2017-08-28,1,"positive"
"exciting offer upto off on women s bags amp accessories sale at voonik","Exciting Offer – Upto 65% off on Women’s Bags &amp; Accessories – Sale at Voonik ! https://t.co/xoLo6CSBFH",2017-08-28 06:01:01,2017-08-28,1,"positive"
"fashion sale upto off on women s designer saree s sale at voonik","Fashion Sale – Upto 70% off on Women’s Designer Saree’s – Sale at Voonik ! https://t.co/4QAjVuku7D",2017-08-28 05:21:26,2017-08-27,0,"neutral"
"really wish to win this","@Voonik Really wish to win this #giveaway .
#CONTESTALERT https://t.co/Lz5LZGm8KG",2017-08-28 03:03:38,2017-08-27,1,"positive"
"waiting for the results of this amazing giveaway ️","@Voonik Waiting for the results of this amazing giveaway ❤️",2017-08-27 18:42:55,2017-08-27,0,"neutral"
"will she come wearing the dress","Will she come wearing the dress?  https://t.co/EN1I7w7RBv",2017-08-27 17:49:02,2017-08-27,0,"neutral"
"b new york","@Voonik @WWEIndia @WWEA10. B) New York #3DaysToSummerSlam #SummerSla",2017-08-27 17:46:30,2017-08-27,0,"neutral"
"hope to win","@Voonik Hope to win
#AGentleman😘",2017-08-27 17:19:26,2017-08-27,0,"neutral"
"save country use only indian material this is brand product of patron brand it s made in indian at lowe","#DeshBachao Save Country use only Indian material This is Brand Product of Patron Brand It's Made in Indian at lowe… https://t.co/hku4ak2zzG",2017-08-27 14:19:55,2017-08-27,0,"neutral"
"rt done","@Voonik #AGentleman #ContestAlert 
 RT DONE",2017-08-27 13:14:34,2017-08-27,0,"neutral"
"footwear for women at voonik upto off from popular brands along with on your purchase visit gt gt","Footwear for Women at Voonik Upto 80% Off from popular brands along with #Cashback on your purchase visit &gt;&gt; https://t.co/BKdfLZsoxs",2017-08-27 11:55:03,2017-08-27,2,"positive"
"team done
hope to win this time","@Voonik Team done
Hope to win this time",2017-08-27 10:27:01,2017-08-27,1,"positive"
"wish to win i have shared the post and retweet it too","@Voonik wish to win I have shared the post and retweet it too #AGentleman https://t.co/k6EGwQGGdI",2017-08-27 10:25:45,2017-08-27,1,"positive"
"shared awaiting results super excited","@Voonik Shared! Awaiting results! Super excited!
#AGentleman",2017-08-27 10:07:20,2017-08-27,1,"positive"
"done 
wish to be the lucky one big fan of jacqueline ️ ️ ️","@Voonik #contestalert  
Done....
Wish to be the lucky one.... big fan of Jacqueline ❤️❤️❤️😘😘😘😘😍😍
@kreeti007",2017-08-27 09:49:02,2017-08-27,1,"positive"
"that s so great giveaway","@Voonik That's so great giveaway!",2017-08-27 07:25:31,2017-08-27,1,"positive"
"done team
join frnds","@Voonik done team
Join frnds@monika @dsethi
@Voonik
.
💗💗",2017-08-27 03:47:13,2017-08-26,0,"neutral"
"shared","@Voonik Shared!!:)",2017-08-26 18:34:45,2017-08-26,0,"neutral"
"wish to win this lovely outfit","@Voonik #AGentleman wish to win this lovely outfit https://t.co/QZCPV2GtVi",2017-08-26 18:05:56,2017-08-26,2,"positive"
"i want amp wish to win this for my sister","@Voonik I want &amp; wish to win this for my sister.. 😊😊 
#AGentleman",2017-08-26 17:25:24,2017-08-26,1,"positive"
"done
join","@Voonik #AGentleman #ContestAlert done
Join @AnitaYa05853817 @pavnimittal",2017-08-26 16:51:18,2017-08-26,0,"neutral"
"join amp win guys","@Voonik #AGentleman

@13bhavani
@sizzlingsuryaa
@ashok_agarwal_

Join &amp; win guys.",2017-08-26 16:14:21,2017-08-26,1,"positive"
"wish to be the lucky one","@Voonik Wish to be the lucky one. #AGentleman",2017-08-26 16:13:01,2017-08-26,1,"positive"
"hope to win team","@Voonik Hope to win team😊 https://t.co/akQphrbcJO",2017-08-26 14:30:10,2017-08-26,1,"positive"
"join frnds","@Voonik Join frnds💗
@_Stars__Dance
@Rhnn123
@mlftpunk
@Laura_Jauk
@19Kinga70
@Tu_13_Dekh_Na
@esGs8ZFcxNNipG6",2017-08-26 14:28:43,2017-08-26,0,"neutral"
"team done with my all entries
rt done 
tags done 
hope to win this beautiful dress","@Voonik Team done with my all entries
RT done✔
TAGS done✔
Hope to win this beautiful dress
😍😍😍😍😍",2017-08-26 14:26:04,2017-08-26,2,"positive"
"handled no thanks","@Voonik Handled. No thanks.",2017-08-26 13:51:09,2017-08-26,0,"neutral"
"","@blessedkamal @Chanchal333 @Voonik @aadiivaasii @BabuBeg @ns_verma @PinkyDholakia @drjasminemehta @Shraddh9793… https://t.co/EmTp2Rb38c",2017-08-26 13:40:10,2017-08-26,0,"neutral"
"my feet soles","@MsBeautifulFeet @Voonik My feet / soles #ContestAler https://t.co/4tHagXNiRQ",2017-08-26 12:55:28,2017-08-26,0,"neutral"
"flash sale bags watches amp other accessories for men s under rs sale at mr voonik","Flash Sale – Bags, Watches &amp; Other Accessories for Men’s Under Rs.999 – Sale at Mr Voonik ! https://t.co/Ir3DdsxPm6",2017-08-26 12:11:27,2017-08-26,0,"neutral"
"toes to heels full soles pics preferred for the beautiful feet","@akanksha210413 @Voonik Toes to heels full soles pics preferred for the Beautiful Feet #Contest #ContestAlert… https://t.co/xnLiBtNjM2",2017-08-26 12:00:57,2017-08-26,1,"positive"
"beautiful soles mam soft smooth heels and deep curvy arches makes your feet all the more","@akanksha210413 @Voonik Beautiful soles Mam... soft smooth heels and deep curvy arches makes your feet all the more… https://t.co/iHn86vXAhq",2017-08-26 11:59:30,2017-08-26,3,"positive"
"look book for voonik com 
with rutika saraf 

shot and edited by dharani dharan","#DIMENSIONS 

Look book for voonik .com 
With Rutika Saraf 

Shot and edited by - Dharani Dharan. https://t.co/AstHSCWQ6Q",2017-08-26 11:41:03,2017-08-26,0,"neutral"
"wish to win ️ ️ ️ ️ ️ ️ ️ ️","@Voonik #AGentleman

Wish to win ❤️❤️❤️❤️❤️❤️❤️❤️",2017-08-26 11:36:50,2017-08-26,1,"positive"
"share

and

win","share

and

win

#Contest

#ContestAlert 

#AGentleman https://t.co/5fPZCVc8od",2017-08-26 11:04:44,2017-08-26,0,"neutral"
"original outfit

followed and retweeted and shared","@Voonik ORIGINAL outfit

followed and retweeted and shared

#ContestAlert #Contest #AGentleman",2017-08-26 11:03:56,2017-08-26,0,"neutral"
"participate in beautiful feet amp win free recharges send us a pic of your feet s","@akanksha210413 @Voonik Participate in Beautiful Feet #Contest &amp; win Free Recharges. Send us a pic of your feet / s… https://t.co/LljPWnLQie",2017-08-26 10:36:08,2017-08-26,3,"positive"
"whooaa that s really good 
 all drools","@Voonik Whooaa..that's really good! !
*all drools*",2017-08-26 10:33:29,2017-08-26,1,"positive"
"liked and retweeted

 

join","@Voonik Liked and Retweeted

#AGentleman 

Join
@KirtiJain9 
@parulSharma1996 
@yashika86gupta 
@ashimaly0902… https://t.co/9Ya2FxwXmx",2017-08-26 10:32:35,2017-08-26,1,"positive"
"done team
wish to win","@Voonik Done team
Wish to win 
#ContestAlert",2017-08-26 10:30:59,2017-08-26,1,"positive"
"join to win this gorgeous outfit ladies","Join to win this gorgeous outfit ladies.. #AGentleman @Voonik @Anoosha_R06 @saraf_silky https://t.co/HqwmpWPPt6",2017-08-26 10:20:18,2017-08-26,2,"positive"
"woah","@Voonik #AGentleman woah 😍",2017-08-26 10:06:52,2017-08-26,0,"neutral"
"look book for","Look Book for https://t.co/zv0TtCoyRI with Rutika Saraf: https://t.co/zt59sdd9Tf via @YouTube",2017-08-26 10:04:26,2017-08-26,0,"neutral"
"grab this amazing now you girls can get at off hurry shop now","Grab this Amazing #VoonikOffer - Now You Girls Can Get #SlingBags at 70% Off. Hurry!! Shop now -… https://t.co/XPnrkYxlKA",2017-08-26 10:01:33,2017-08-26,1,"positive"
"wohaaa this is amazing","@Voonik Wohaaa this is amazing😍 @Anoosha_R06 @snehalataj @kashishsachde11 @Admire_Urself @miss_cherished… https://t.co/zQduZPLbe3",2017-08-26 09:58:56,2017-08-26,1,"positive"
"i really want to win this outfit pls","@Voonik I really want to win this outfit. Pls!!!! #AGentleman",2017-08-26 09:46:56,2017-08-26,1,"positive"
"a big wish to win
join here","@Voonik #AGentleman
A big wish to win
Join here
@VpMahima 
@padmajaanu 
@Bruntha_Ramani 
@deepaadhan",2017-08-26 09:31:23,2017-08-26,0,"neutral"
"sharing this lovely crochet outfit 
join in guys","@Voonik Sharing this lovely crochet outfit #AGentleman .....
join in guys
@ShivaniKesarwa2 
@MonicaJaiswal7… https://t.co/jKKiHkTQbw",2017-08-26 09:10:42,2017-08-26,1,"positive"
"is fraud ecom says will accept return requested return but not picked up amp nos of excuses this that bla bla order no r","@Voonik is fraud ecom, says will accept return requested return but not picked up &amp; nos of excuses this that bla bla order no R6227513685",2017-08-26 08:59:29,2017-08-26,-2,"negative"
"wow hope to get lucky","@Voonik Wow hope to get lucky .. #AGentleman  .. #ContestAlert",2017-08-26 08:53:11,2017-08-26,2,"positive"
"done team hope to win","@Voonik Done team hope to win #AGentleman",2017-08-26 08:24:12,2017-08-26,1,"positive"
"omg give it to me plz","@Voonik #AGentleman #ContestAlert 
Omg 😍😍😍😍😍 give it to me plz.",2017-08-26 08:21:12,2017-08-26,0,"neutral"
"hey join contest and win","@Voonik hey join #AGentleman contest and win 
@indu_19__ @AnitaYa05853817 @ThakorVaishnavi @rvirgo9 @jnandini05_9 @Sensible_Mona",2017-08-26 08:16:45,2017-08-26,1,"positive"
"lightning deals upto off on women s designer saree s sale at voonik","Lightning Deals – Upto 75% off on Women’s Designer Saree’s – Sale at Voonik ! https://t.co/KbcUqTovYF",2017-08-26 08:08:43,2017-08-26,0,"neutral"
"this magicial outfit and the beauty herself m shaking","This magicial outfit and @Asli_Jacqueline  The beauty herself. M shaking 💓💓 @Voonik 
#AGentleman https://t.co/MO7QUP4kH4",2017-08-26 08:08:04,2017-08-26,1,"positive"
"would love to win this magical outfit and flaunt it s beauty","@Voonik would love to win this magical outfit and flaunt it's beauty 😍
#AGentelman",2017-08-26 08:06:59,2017-08-26,3,"positive"
"omg 
this look from is the best","@Voonik Omg 😍😍
This look from #AGentleman is the best 😍😍",2017-08-26 08:01:42,2017-08-26,1,"positive"
"shared already do share this post and win jacqueline fernandez s original outfit from the movie","@Voonik Shared already 😍😍 do share this post and win Jacqueline Fernandez's ORIGINAL outfit from the movie… https://t.co/qYLj53vsxs",2017-08-26 08:00:11,2017-08-26,1,"positive"
"don t miss this chance to win sundarsusheel outfit of","@Voonik Don't miss this chance to win SundarSusheel outfit of @Asli_Jacqueline #AGentleman
@auk_sanejourno… https://t.co/4zQJbf5UKW",2017-08-26 07:57:13,2017-08-26,0,"neutral"
"share this post guys and win big ️","Share this post Guys.. And win big ❤️ @Voonik #AGentleman #CONTESTALERT https://t.co/mzlicVSNvI",2017-08-26 07:56:01,2017-08-26,1,"positive"
"shoes online start at rs 

click here to shop gt gt","#WomenFootwear / Shoes Online Start At Rs. 150, 199, 249, 299, 399 !!!!!

Click Here to Shop &gt;&gt;… https://t.co/LLTlp03g8B",2017-08-26 07:55:59,2017-08-26,0,"neutral"
"i want this badly for my friend","@Voonik I want this badly for my friend 😂✌",2017-08-26 07:54:14,2017-08-26,-1,"negative"
"super sale upto off on women s palazzo pants sale at voonik","Super Sale – Upto 75% off on Women’s Palazzo Pants – Sale at Voonik ! https://t.co/xAHbnzenBZ",2017-08-26 07:29:45,2017-08-26,1,"positive"
"liked and rt","@Voonik #AGentleman #ContestAlert 
LIKED AND RT",2017-08-26 07:23:43,2017-08-26,1,"positive"
"retweeted liked quoted","@Voonik Retweeted, liked, quoted! #AGentleman",2017-08-26 07:22:10,2017-08-26,1,"positive"
"wow wish to win this outfit wish to get lucky this time 

 
 
 
 
joi","Wow. Wish to win this outfit. Wish to get lucky this time. 

@TRXYEhazza 
@GogoiMarlina 
@nibzy_95 
@DitzDutta 
Joi… https://t.co/WTYkFFLqkk",2017-08-26 07:21:28,2017-08-26,3,"positive"
"shared team","@Voonik Shared team #AGentleman",2017-08-26 07:18:13,2017-08-26,0,"neutral"
"omg 
really wish to win","@Voonik Omg 
Really wish to win 
#ContestAlert 
#AGentleman 
😍😍😍😍😍
@Soumyakesarwan2
@Meeragu75140293 https://t.co/YSJEGmuSyM",2017-08-26 07:14:52,2017-08-26,1,"positive"
"share this post amp win original outfit","@Voonik Share this post &amp; Win @Asli_Jacqueline original outfit
#AGentleman 
😍😍😍😍

@hetalrawat
@shikha123poddar https://t.co/GYQNUpsN55",2017-08-26 07:14:09,2017-08-26,1,"positive"
"done pinned the post on my profile wish to win","@Voonik Done Pinned the post on my profile wish to win  #AGentleman #CONTESTALERT",2017-08-26 07:12:56,2017-08-26,1,"positive"
"done hope to win","@Voonik Done.hope to win #AGentleman",2017-08-26 07:11:36,2017-08-26,1,"positive"
"share this post and win jacqueline fernandez s original outfit from the movie","@Voonik #CONTESTALERT - Share this post and win Jacqueline Fernandez's ORIGINAL outfit from the movie #AGentleman!… https://t.co/PYYxp1BDwR",2017-08-26 07:09:01,2017-08-26,1,"positive"
"dont miss this opportunity","@Voonik Dont miss this opportunity 
@aku1995ankita 
@AngelPari_1  #AGentleman",2017-08-26 07:07:30,2017-08-26,-1,"negative"
"wow so so so huge 
wish to win this please 🤞🤞🤞🤞","@Voonik Wow #AGentleman So so so huge. 
Wish to win this please 🤞🤞🤞🤞",2017-08-26 07:07:07,2017-08-26,2,"positive"
"lingerie and sleepwear online lingerie and sleepwear shopping india voonik","Lingerie and Sleepwear, Online Lingerie and Sleepwear Shopping India | Voonik https://t.co/23om8Z8Mro",2017-08-26 04:47:44,2017-08-25,0,"neutral"
"weekend fest upto off on men s casual t shirts amp shirts sale at mr voonik","Weekend Fest – Upto 70% off on Men’s Casual T shirts &amp; Shirts – Sale at Mr Voonik ! https://t.co/0Tklbcx32s",2017-08-26 04:21:04,2017-08-25,0,"neutral"
"voonik flat off on  buy now gt gt gt","Voonik: Flat 50% OFF on #Footwear, Buy Now &gt;&gt;&gt; https://t.co/Hh6fOyRXiD https://t.co/ReBhWIhiaa",2017-08-25 12:35:03,2017-08-25,0,"neutral"
"fashion sale upto off on men s denim jeans sale at mr voonik","Fashion Sale – Upto 70% off on Men’s Denim Jeans – Sale at Mr Voonik! https://t.co/rOa9GGmlDX",2017-08-25 12:29:26,2017-08-25,0,"neutral"
"fashion sale upto off on men s denim jeans sale at mr voonik","Fashion Sale – Upto 70% off on Men’s Denim Jeans – Sale at Mr Voonik! https://t.co/NyEdn1JG6V https://t.co/yuFozGBSns",2017-08-25 12:28:46,2017-08-25,0,"neutral"
"mark amp keith maroon handbag","Mark &amp; Keith Maroon Handbag https://t.co/eTJuTsIZuh via @Cuelinks",2017-08-25 11:39:21,2017-08-25,0,"neutral"
"voonik aims to be profitable at ebitda levels by","#fashion Voonik aims to be profitable at ebitda levels by 2020 https://t.co/M89ubvlRAA",2017-08-25 06:31:53,2017-08-25,0,"neutral"
"voonik trending sarees starts rs 

shop now gt gt","Voonik Trending Sarees Starts Rs.299

Shop Now &gt;&gt; https://t.co/zYBgeapqeH

#couponndeal #sareesonline #ethnicsarees… https://t.co/Ia6ekxx45k",2017-08-25 05:52:03,2017-08-25,0,"neutral"
"congrats winners will keep trying team","@Voonik Congrats winners. Will keep trying team. #HappyGaneshChaturthi",2017-08-25 05:13:19,2017-08-24,1,"positive"
"crazy sale upto off on exclusive artificial jewellery sale at voonik","Crazy Sale – Upto 75% off on Exclusive Artificial Jewellery – Sale at Voonik ! https://t.co/W9LAEDDrJ8",2017-08-25 04:36:12,2017-08-24,-1,"negative"
"unbelievable sale flat off on women s ethnic wear amp accessories sale at voonik","Unbelievable Sale – Flat 70% off on Women’s Ethnic Wear &amp; Accessories – Sale at Voonik ! https://t.co/IZ109CtUOD",2017-08-25 04:06:03,2017-08-24,-1,"negative"
"the price is","@Voonik The price is 499",2017-08-24 23:55:04,2017-08-24,0,"neutral"
"voonik is the very cheapest company pls everyone don t purchase from the voonik they don t provide the","@mrvoonik Voonik is the very cheapest company, pls everyone don't purchase from the voonik, they don't provide the… https://t.co/gxLAAsVKRF",2017-08-24 18:46:34,2017-08-24,1,"positive"
"please follow back its very urgent","@Voonik PLEASE FOLLOW BACK, ITS VERY URGENT.",2017-08-24 12:53:19,2017-08-24,-1,"negative"
"how about the previous winners of the previous contest","@Voonik How about the previous winners of the previous contest",2017-08-24 12:49:19,2017-08-24,1,"positive"
"om jai jagdish thanks a bunch dear jayant ji good wishes so sweet of u","@JayantKunwar @Voonik OM JAI JAGDISH ThANkS A BuNcH DeaR JaYaNT JI 4 GoOD WiSHeS So SwEeT Of U",2017-08-24 12:45:12,2017-08-24,2,"positive"
"please follow back for details in dm","PLEASE FOLLOW BACK FOR DETAILS IN DM. https://t.co/CKQemAvxRy",2017-08-24 12:36:06,2017-08-24,0,"neutral"
"please follow back dear team for details in dm","@Voonik PLEASE FOLLOW BACK DEAR TEAM FOR DETAILS IN DM",2017-08-24 12:35:46,2017-08-24,0,"neutral"
"thanks a lot team","@Voonik THANKS A LOT TEAM",2017-08-24 12:27:11,2017-08-24,0,"neutral"
"om jai jagdish thanks a bunch vaishnavi ji for the compliments so sweet of u","@ThakorVaishnavi @Voonik OM JAI JAGDISH ThANkS A BuNcH VaiSHNaVi JI FoR ThE CoMpLiMeNTs So SwEeT Of U",2017-08-24 12:23:43,2017-08-24,1,"positive"
"please announce the winner i invited maximum friends appropriately friends hope you noticed","@Voonik Please announce the winner. I invited maximum friends. Appropriately 120 - 130 friends. Hope you noticed. @Voonik",2017-08-24 12:18:28,2017-08-24,1,"positive"
"bad luck again with voonik","@Voonik bad luck again with Voonik :(",2017-08-24 12:10:47,2017-08-24,0,"neutral"
"congratulations sir","@Voonik Congratulations @blessedkamal Sir 🎉🎊💐💐",2017-08-24 12:09:12,2017-08-24,1,"positive"
"super sale flat off on women s footwear sale at voonik","Super Sale – Flat 50% off on Women’s Footwear – Sale at Voonik ! https://t.co/xxpKefMiLu",2017-08-24 05:30:42,2017-08-24,1,"positive"
"premium sale women s clothing amp accessories under rs sale at voonik","Premium Sale – Women’s Clothing &amp; Accessories Under Rs.499 – Sale at Voonik ! https://t.co/W8vmLU9tPK",2017-08-24 04:56:51,2017-08-23,0,"neutral"
"exciting offer upto off on women s fashionable long kurtis sale at voonik","Exciting Offer – Upto 70% off on Women’s Fashionable Long Kurtis – Sale at Voonik ! https://t.co/LkbdSDeinY",2017-08-24 04:23:02,2017-08-23,2,"positive"
"wednesday sale upto off on men s casual t shirts amp shirts sale at mr voonik","Wednesday Sale – Upto 65% off on Men’s Casual T-shirts &amp; Shirts – Sale at Mr Voonik ! https://t.co/iCau0hsKFd",2017-08-23 12:33:13,2017-08-23,0,"neutral"
"how can you indulge in the season of fun with","How Can You Indulge in the Season of Fun with #VoonikOffers? - https://t.co/JM4rlLftBx
@Voonik  #VoonikCoupons… https://t.co/iXLVn9gAxB",2017-08-23 09:53:44,2017-08-23,0,"neutral"
"the release date of a gentleman is th august 
join here","@Voonik #vooniktv The release date of A Gentleman is 25th August, 2017 😇😇
Join here @BabuBeg @Sensible_Mona… https://t.co/dIlC1B9SVo",2017-08-23 09:28:44,2017-08-23,0,"neutral"
"th august","@Voonik 25th August 2017 #Vooniktv",2017-08-23 09:26:24,2017-08-23,0,"neutral"
"clearance sale trendy shoes amp sneakers for women s under rs sale at voonik","Clearance Sale – Trendy Shoes &amp; Sneakers for Women’s Under Rs.899 – Sale at Voonik ! https://t.co/EuVwqVUbvw",2017-08-23 07:27:20,2017-08-23,1,"positive"
