"cleanedTweets","tweet","timestamp","Date","score","sentiment"
"hey 
need help","Hey @myntra
Need help.",2017-08-29 10:46:09,2017-08-29,0,"neutral"
"my order was supposed to be delivered on th august it s been delivered and an exchange has been made too before th kudos team","@myntra My order was supposed to be delivered on 30th August, it's been delivered and an exchange has been made too before 30th. Kudos team!",2017-08-29 10:31:39,2017-08-29,1,"positive"
"lovely dresses for her dresses starting rs shop now","Lovely dresses for her. Dresses starting Rs. 447. Shop now: https://t.co/UsmPK3HRZv
#NautiNati #KidsWear #shopping https://t.co/SS6hdtAkOz",2017-08-29 10:26:52,2017-08-29,1,"positive"
"tried today awesome exp hope to use it soon on and","Tried @getsimpl today.Awesome exp.Hope to use it soon on @Uber_India, @bigbasket_com, @swiggy_in, @myntra, @olacabs,  and  #KeepItSimpl",2017-08-29 10:19:27,2017-08-29,0,"neutral"
"myntra online shopping app apk download","Myntra Online Shopping App 3.17.1(40110182) APK Download  https://t.co/aYJEVmQLwy #APKupdate",2017-08-29 10:10:32,2017-08-29,0,"neutral"
"so overwhelmed executive came to pick up my return package even in these crazy 
hope he wasn t forced to do so","So overwhelmed, @myntra executive came to pick up my return package even in these crazy #MumbaiRains :)
Hope he wasn't forced to do so!",2017-08-29 09:58:42,2017-08-29,-2,"negative"
"shop for adidas shoes like never before with","Shop For Adidas Shoes Like Never Before With https://t.co/sPxzUNblKb https://t.co/eXtvMlA8XZ https://t.co/2dlbcuuihA",2017-08-29 09:51:53,2017-08-29,1,"positive"
"stay in style this week with this solid white designer top from ms taken for just ₹","Stay in style this week with this solid white designer top from Ms.Taken for just ₹779. https://t.co/Pcyw51uWO6 https://t.co/940h0Kmb1r",2017-08-29 09:49:05,2017-08-29,2,"positive"
"what i ordered what i get this is very unfair deal with customer","@myntra what I ordered what I get. This is very unfair deal with customer.#myntraindia https://t.co/E5iFctooK1",2017-08-29 09:38:30,2017-08-29,-1,"negative"
"grab the before it ends pick clothing of your choice this autumn season best deals at","Grab the #myntrasale before it ends. Pick clothing of your choice this autumn season. Best deals at https://t.co/45w6tI5zJV",2017-08-29 09:31:32,2017-08-29,1,"positive"
"grab the before it ends pick clothing of your choice this autumn season","Grab the #myntrasale before it ends. Pick clothing of your choice this autumn season. #endofseasonsale    #myntra... https://t.co/QC7XUNKJpj",2017-08-29 09:30:19,2017-08-29,0,"neutral"
"i haven t got my order with order no which was placed on aug the expected date of delivery was aug","@myntra I haven't got my order with Order No.:1054452-5813315-4922303 which was placed on Aug 13. The expected date of delivery was Aug 19.",2017-08-29 09:27:04,2017-08-29,0,"neutral"
"gear up your wardrobe with the shades of denim get this grey slim fit pair today for just ₹","Gear up your wardrobe with the shades of denim. Get this grey slim fit pair today for just ₹1,469.… https://t.co/7fYRlSevG6",2017-08-29 09:09:22,2017-08-29,0,"neutral"
"hi i didn t got d supercash against the order id which was paid on myntra on aug","@MobiKwikSWAT Hi i didn't got d 10% SuperCash against the Order id 106271279183 which was paid on Myntra on 26Aug",2017-08-29 08:55:02,2017-08-29,0,"neutral"
"hey and y u no","HEY @olacabs, @myntra, @Uber_India and @bigbasket_com Y U NO @getsimpl  #KeepItSimpl",2017-08-29 08:49:28,2017-08-29,0,"neutral"
"and then come to know that it s not of his size if he want to choose for others he wil","@Flipkart @myntra @amazonIN and then come to know that it's not of his size..if he want to choose for others he wil… https://t.co/LbuM1tFTw3",2017-08-29 08:46:58,2017-08-29,0,"neutral"
"which will help him to choose clothes available for him and this will also help him to","@Flipkart @myntra @amazonIN which will help him to choose clothes available for him and this will also help him to… https://t.co/mXk1c5ls52",2017-08-29 08:46:41,2017-08-29,1,"positive"
"whenever he looks for clothes that thing acts as a filter and he will get to see clothes of his choice","@Flipkart @myntra @amazonIN whenever he looks for clothes that thing acts as a filter and he will get to see clothes of his choice, (2/4)",2017-08-29 08:46:15,2017-08-29,0,"neutral"
"i think you must add a column for size of clothes in the profile of your user so that","@Flipkart @myntra @amazonIN I think you must add a column for size of clothes in the profile of your user so that (1/4)",2017-08-29 08:45:35,2017-08-29,0,"neutral"
"love it when i come home to my special packages","Love it when I come home to my special packages.
#Myntra #onlineshopping https://t.co/xw3lNVUzcP",2017-08-29 08:41:14,2017-08-29,1,"positive"
"where is my order it s saying it has been returned to origin figure your stuff out tracking no ml","@myntra where is my order?? It's saying it has been returned to origin. Figure your stuff out. Tracking No.:ML0105989469",2017-08-29 08:34:00,2017-08-29,0,"neutral"
"camo style buy now","Camo Style | Buy Now: https://t.co/ZyB5Ci9rjP https://t.co/aArqiZQnk8",2017-08-29 08:27:39,2017-08-29,0,"neutral"
"try this super amazing look from 
get bag now on","Try this super amazing look from #Agentlemansundarshusheelrisky.
Get @ExploreVertical Bag now on @myntra #bags… https://t.co/dw80I6q96e",2017-08-29 08:23:44,2017-08-29,2,"positive"
"shop for the latest collection from or at the sto","Shop for the latest @StayWrogn collection from @Flipkart, @JabongIndia, @myntra, @shoppersstop or at the #Wrogn sto… https://t.co/zkDhqiTgtI",2017-08-29 08:14:28,2017-08-29,0,"neutral"
"myntra new user offer get flat rs off on order above rs","Myntra New User Offer : Get Flat Rs 300 OFF On Order Above Rs 999  https://t.co/CktxqAgbUR https://t.co/9Z5tgGVjen",2017-08-29 07:32:43,2017-08-29,0,"neutral"
"getting a call from just to tell me the order is on the way great customer service","Getting a call from #myntra just to tell me the order is on the way.. Great customer service! #thanks",2017-08-29 07:12:33,2017-08-29,1,"positive"
"its a silly question but do you shop from","@deepikapadukone Its a silly question but do you shop from @myntra ???",2017-08-29 07:09:32,2017-08-29,-1,"negative"
"must have from 
shop now on","Must-have #white #sneakers from #knottyderby !
Shop now on #Myntra !
#stayyoung #staynaughty https://t.co/7nZ7cO6StM",2017-08-29 07:06:11,2017-08-29,0,"neutral"
"currently our online merchants are flipkart myntra jabong box etc and offline merchants are spencer s ccd barista","@imGautaam Currently, our online merchants are Flipkart, Myntra, Jabong, Box8, etc and offline merchants are Spencer's, CCD, Barista,(1/2)",2017-08-29 06:43:48,2017-08-29,0,"neutral"
"black lace","#Sotd - #Zivame Black Lace #Babydoll #Nightdress - https://t.co/kDqOzmTBev
#babydolls #nightwear #nightsuit #nighty… https://t.co/MDwneoCal8",2017-08-29 06:37:16,2017-08-29,0,"neutral"
"hopefull comes to once too 
launching cristiano ronaldo s cr on","Hopefull @cristiano comes to @Myntra once too. 🙏😬
Launching Cristiano Ronaldo's CR7 On #Myntra
https://t.co/nPusWmhVtK via @YouTube",2017-08-29 06:32:02,2017-08-29,0,"neutral"
"the dark chocolate love buy the most tempting wallet at off on","The Dark Chocolate Love! Buy the most tempting @Sugarushfashion Wallet at 45% OFF! on @myntra #endofseasonsale… https://t.co/o7S90zqFgC",2017-08-29 06:30:21,2017-08-29,1,"positive"
"just bought a q a bluetooth wireless headphones from review coming soon so far enjoying it","Just bought a @soundpeats Q9A Bluetooth wireless headphones from @myntra. Review coming soon! So far enjoying it! #wirelessheadphones",2017-08-29 06:24:55,2017-08-29,1,"positive"
"hi and plz get pay later option","hi @Uber_India, @bigbasket_com, @olacabs, @myntra and @swiggy_in plz get pay later option  #KeepItSimpl",2017-08-29 06:22:08,2017-08-29,0,"neutral"
"get off on lavie products from myntra upto cashback","Get 40% - 65% Off on Lavie Products from Myntra.+ Upto 5% cashback https://t.co/0LsDbY34n0 https://t.co/dRlKHgBbRh",2017-08-29 05:57:34,2017-08-29,1,"positive"
"splurge on these from 
now available on and","#gogirl Splurge on these #superhot #boots from #knottyderby !
Now available on #Myntra and #Amazonindia !… https://t.co/YBEeVg8DUl",2017-08-29 05:41:45,2017-08-29,1,"positive"
"mns com but i really have no time for exchange or refund formalities we buy with to","@MyntraSupport mns3100813@gmail.com    but I really have no time for exchange or refund formalities. We buy with to… https://t.co/q5K8D22ExI",2017-08-29 05:24:25,2017-08-28,1,"positive"
"bought a backpack of from months ago stitches started coming out such quality wasn t expected","Bought a backpack of @TommyHilfiger from @myntra 2 months ago.. stitches started coming out..such quality wasn't expected...",2017-08-29 05:23:14,2017-08-28,0,"neutral"
"make this available guys its bren more than months now 
avail in small size aswell","@myntra @Flipkart @hrxbrand 
make this available guys, its bren more than 2months now.
avail in small size aswell.… https://t.co/q9BZarVX6I",2017-08-29 05:16:34,2017-08-28,1,"positive"
"launches a mogo to influence buyers","@myntra launches a MOGO to influence #OnlineRetail buyers #OnlineRetail https://t.co/r9okWJt6lM https://t.co/EEv5Y96oHe",2017-08-29 05:00:00,2017-08-28,0,"neutral"
"she punish me

me gives her number to myntra lenskart and dr batra","She : Punish me

Me : *Gives her number to Myntra, Lenskart and Dr. Batra*",2017-08-29 04:56:45,2017-08-28,-1,"negative"
"you made me your permanent consumer by starting offer","@myntra you made me your permanent consumer by starting #TryAndBuy offer 😘",2017-08-29 04:56:17,2017-08-28,0,"neutral"
"timex expedition men black digital chronograph watch tw b s worth rs for rs myntra","Timex Expedition Men Black Digital Chronograph Watch TW4B004006S worth Rs. 5495 for Rs. 2110 - Myntra https://t.co/XJ7e4iGjCk",2017-08-29 04:32:04,2017-08-28,1,"positive"
"myntra should not indulge into such selling other than this incident i have high regard for myntra","@MyntraSupport Myntra should not indulge into such selling. Other than this incident I have high regard for Myntra.",2017-08-29 04:09:04,2017-08-28,0,"neutral"
"can it be possible to deliver this product by st september as nd amp rd september is a holiday","@MyntraSupport can it be possible to deliver this product by 1st September? As 2nd &amp; 3rd September is a holiday… https://t.co/HBFcwqmBFO",2017-08-29 03:26:21,2017-08-28,0,"neutral"
"biggest indian online retailer flipkart acquires myntra","Biggest Indian online retailer Flipkart acquires Myntra",2017-08-29 00:01:38,2017-08-28,0,"neutral"
"stay classy with this lovely printed dress it s the perfect dash of style to start your week for just ₹","Stay classy with this lovely printed dress. It's the perfect dash of style to start your week for just ₹1759.… https://t.co/gJzQmR6Nng",2017-08-28 23:55:45,2017-08-28,3,"positive"
"get this blue and cream designer kurta along with trousers and dupatta for a bold ethnic for just ₹","Get this blue and cream designer kurta along with trousers and dupatta for a bold ethnic for just ₹2219.… https://t.co/urrRN1Xyr1",2017-08-28 23:50:03,2017-08-28,0,"neutral"
"nothing beats the basics get this solid black casual shirt a must have in every wardrobe for just ₹","Nothing beats the basics. Get this solid black casual shirt, a must-have in every wardrobe for just ₹1399.… https://t.co/IDo6Gvr7V5",2017-08-28 23:44:40,2017-08-28,1,"positive"
"want to access","Want to Access https://t.co/7DbAM5nhUj on Desktop? Here’s a Hack! https://t.co/gsnWkcuoqE",2017-08-28 22:41:02,2017-08-28,-1,"negative"
"lovethe ease of pls integratewith and","Lovethe ease of @getsimpl. pls integratewith @Uber_India, @bigbasket_com, @swiggy_in, @myntra, @grofers, @dunzoit and @olacabs  #KeepItSimpl",2017-08-28 21:12:30,2017-08-28,1,"positive"
"product code how can i get that plz if possible then add in","@bebeinghuman product code-178061 how can I get that??? Plz if possible then add in @myntra 🙏🙏🙏",2017-08-28 20:15:26,2017-08-28,0,"neutral"
"myntra delievers used products they cheat on customers i ll not purchase single product from myntra and will advice my friend same","myntra delievers used products.They cheat on customers.I'll not purchase single product from myntra and will advice my friend same @myntra",2017-08-28 20:05:56,2017-08-28,-1,"negative"
"how can u sell such a fraud brand at your website they ran away with my rs no revert yet","@myntra @snapdeal @amazonIN how can u sell such a fraud brand at your website??? They ran away with my 2000 rs. No revert yet.@AmericanSwan",2017-08-28 20:02:36,2017-08-28,-2,"negative"
"damaged box non working dials and poor service is what myntra provides i tried to file complaint but no response f","Damaged box,Non Working dials,And poor service is what myntra provides. I tried to file complaint but no response f… https://t.co/uQ9Ps61kPE",2017-08-28 19:55:54,2017-08-28,-3,"negative"
"get upto off on fashion","Get upto 60% off on #Kids Fashion #Myntra #Deals #Offer #Coupons #DealAlerts #DealOfTheDay https://t.co/krLZVyQCZv",2017-08-28 19:44:06,2017-08-28,0,"neutral"
"myntra co founder mukesh bansal s health and fitness platform","Myntra co-founder Mukesh Bansal's health and fitness platform https://t.co/fz34qbjssg raises US$25M funding https://t.co/2X3r5X6Zj6",2017-08-28 19:13:02,2017-08-28,0,"neutral"
"i booked a shoes size bt got i complaint this but my order is cancelled what is this nonsense order no","@myntra I booked a shoes size 41 bt got 40,i complaint this but my order is cancelled,what is this nonsense?Order no-1054873-0850675-3070701",2017-08-28 19:11:54,2017-08-28,-1,"negative"
"your service absolutely sucks you have some major issues with logistics man fix it you re lucky you are an online business p","@myntra Your service absolutely sucks! you have some major issues with logistics man! Fix it.. you're lucky you are an online business :P",2017-08-28 18:59:34,2017-08-28,-1,"negative"
"flat off on wills lifestyle clothing myntra","Flat 60% Off on Wills Lifestyle Clothing - Myntra https://t.co/lMjVZq05Y9",2017-08-28 18:44:03,2017-08-28,0,"neutral"
"cheater company","@myntra cheater company",2017-08-28 18:43:05,2017-08-28,-1,"negative"
"still waiting on a reply to my package being wrongly delivered elsewhere and not to me","@Myntra still waiting on a reply to my package being wrongly delivered elsewhere and not to me #uselessservice #angry #stealingmymoney",2017-08-28 18:14:54,2017-08-28,-3,"negative"
"learn something good from and no one from should use jabong app for online purchase","@JabongIndia learn something good from @myntra and @amazonIN . No one from #Cochin should use Jabong app for online purchase.",2017-08-28 17:33:38,2017-08-28,1,"positive"
"return request pending since last days look into this matter","@MyntraSupport @myntra Return Request Pending Since last 8 Days. Look into this matter. https://t.co/pSxFKgnuxh",2017-08-28 17:27:22,2017-08-28,0,"neutral"
"if u can t deliver my order tell me about it i will never order from u","@myntra if u can't deliver my order tell me about it, i will never order from u.",2017-08-28 17:23:13,2017-08-28,0,"neutral"
"plz tell how many times i would have to post about the delayed of my order","@myntra plz tell how many times i would have to post about the delayed of my order.",2017-08-28 17:21:51,2017-08-28,-1,"negative"
"i blew up once this chance of asking you a question remember at myntra last year 
dont want the s","@deepikapadukone I blew up once this chance of asking you a question, remember at Myntra last year?
Dont want the s… https://t.co/OivtIsCFyD",2017-08-28 17:17:21,2017-08-28,0,"neutral"
"dont buy anythng frm myntra it cheats you to pay twice for order cust servc is horrible as they dont address ur complaints","Dont buy anythng frm Myntra. it cheats you to pay twice for 1 order. Cust servc is horrible as they dont address ur complaints @ANarayanan24",2017-08-28 17:03:02,2017-08-28,-3,"negative"
"hours past placing the order not assigned and not dispatched yet what s up","24 Hours past placing the order, not assigned and not dispatched yet. What's up @myntra ? https://t.co/k9zw12K6QY",2017-08-28 17:00:27,2017-08-28,0,"neutral"
"myntra order delivered within hours to kashipur impressive","Myntra order delivered within 48 hours to Kashipur. Impressive! #Myntra",2017-08-28 16:49:13,2017-08-28,1,"positive"
"hey 
today s my birthday so what are you gifting me today","Hey @myntra 
Today's my birthday....so what are you gifting me today ?? 🙄🙄🙄",2017-08-28 16:32:58,2017-08-28,0,"neutral"
"myntra s executives works when then wish to they are on their own they don t care about customers stop fooling with people","Myntra's executives works when then wish to! They are on their own! They don't care about customers! Stop fooling with people #myntra #sucks",2017-08-28 16:10:26,2017-08-28,0,"neutral"
"wish to win","@luckystarsapp @myntra Wish to win..",2017-08-28 15:49:23,2017-08-28,1,"positive"
"get upto off on men s","Get upto 50% off on Men’s #Fashion #Myntra #Deals #Offer #Coupons #DealAlerts #DealOfTheDay https://t.co/FlCzu8GkuX",2017-08-28 15:44:00,2017-08-28,0,"neutral"
"thanks so much team 
 for massive discount and super fast delivery of nike shoe","Thanks so much team 
@myntra for massive discount and super fast delivery of Nike shoe https://t.co/FUFjlEjPyY",2017-08-28 15:31:05,2017-08-28,2,"positive"
"stop fooling people","Stop fooling people #myntra",2017-08-28 14:57:39,2017-08-28,0,"neutral"
"dear in these days ur service getting worst recent days my order cancelled now getting delays","Dear @myntra in these days ur service getting worst, recent days my 2 order cancelled, now getting delays!",2017-08-28 14:48:58,2017-08-28,-2,"negative"
"if i am getting parcel from at and from at then why not at my pin code","@amazonIN if i am getting parcel from @myntra at 193201 via @Ecom_Experts and from @amazonIN  at 190012 then why not at my pin code 193201.",2017-08-28 14:32:24,2017-08-28,0,"neutral"
"here s the key to grab gift cards for in draw 
download the amp win it here","Here's the key to grab 150 @myntra gift cards for #free! in #SpotIt Draw.
Download the #LuckyStarsApp &amp; win it here… https://t.co/AoDUDzpkGE",2017-08-28 14:30:13,2017-08-28,2,"positive"
"that s not a reply that s a joke a joke of what brand has become amp how u have failed to h","@MyntraSupport That's not a reply. That's a joke.  A joke of what brand @myntra has become &amp; how u have failed to h… https://t.co/aSzXEfe1xb",2017-08-28 14:22:15,2017-08-28,-3,"negative"
"myntra new user offer get flat rs off on minimum order rs","Myntra New User offer Get Flat Rs-300 Off on Minimum order Rs-999 https://t.co/BWxZ7P1ZGq https://t.co/2OvTguKPhm",2017-08-28 13:35:54,2017-08-28,0,"neutral"
"as per the update received your order has been shipped under tracking id mljp logistics partner myntra logistics ap","@vinal_gupta As per the update received, your order has been shipped under Tracking Id: MLJP418323; Logistics Partner: Myntra Logistics. -AP",2017-08-28 13:34:27,2017-08-28,0,"neutral"
"fall ing into the new season up to from us","#Myntra Fall-Ing Into The New Season Up to 3% #Cashback from us @InOffersMonkey https://t.co/wT4f9A572i https://t.co/PoHv8xqGqu",2017-08-28 13:09:51,2017-08-28,0,"neutral"
"what s with the goeth amp fucketh thyself top i ordered it once from and twice from bad print always","@OnlyIndia what's with the 'Goeth &amp; Fucketh thyself' top? I ordered it once from #Myntra and twice from #Paytm, bad print always! 😔",2017-08-28 13:08:21,2017-08-28,0,"neutral"
"that you area is under curfew 
news flash there is no curfew in ja","@MyntraSupport @myntra @ANarayanan24 @Flipkart that you area is under curfew. 
News Flash: There is no curfew in Ja… https://t.co/fA2s7ArBXF",2017-08-28 12:51:36,2017-08-28,0,"neutral"
"so since myntra is unable to deliver items after days delay amp my o","@MyntraSupport @myntra @ANarayanan24 @Flipkart So since myntra is unable to deliver items after 4 days delay &amp; my o… https://t.co/PT8DSxkayD",2017-08-28 12:50:01,2017-08-28,-2,"negative"
"smaller price for your small wonders shop everything under rs for your kids shop here","Smaller price for your small wonders. Shop everything under Rs. 597 for your kids. Shop here:… https://t.co/2Fe4YKaGh5",2017-08-28 12:42:10,2017-08-28,1,"positive"
"pinkness goodness buy now on amp hurry","Pinkness Goodness! Buy Now on @myntra &amp; @JabongIndia . Hurry! 
#endofseasonsale #Handbags #mysugarush #shopnow https://t.co/TOzxL649Wr",2017-08-28 12:23:33,2017-08-28,1,"positive"
"amazon india do you have any respect about ur customers third class service","@AmazonHelp @myntra @snapdeal @eBay Amazon India Do you have any respect about ur customers, third class service,,… https://t.co/de7SHt4IHt",2017-08-28 12:02:21,2017-08-28,1,"positive"
"on myntra it cost only rs","@hpjgooner @ImTheMenon @fni On Myntra it(@BCCI) cost only Rs. 2157",2017-08-28 12:00:58,2017-08-28,0,"neutral"
"kurtas and kurtis get upto off","Kurtas and Kurtis - Get upto 70% off
https://t.co/Vr5NExD8qd
#Trendingdeal #Myntra",2017-08-28 11:54:04,2017-08-28,0,"neutral"
"buy the backpack on","Buy the @ExploreVertical Backpack on @myntra. #Agentlemansundarsusheelrisky #livevertical #backpacks #ShopNow https://t.co/IsGDywRh0t",2017-08-28 11:50:31,2017-08-28,0,"neutral"
"amazon india the worst online store in ind days returned product till nw no news","@AmazonHelp @myntra @ShopClues@amazonIN @snapdeal @eBay AMAZON India the worst online store in IND,10 days returned product till nw no news",2017-08-28 11:30:24,2017-08-28,-1,"negative"
"get upto off on kurtas and kurtis","# Get upto 70% off on Kurtas and Kurtis https://t.co/ZQcFCYdB8g",2017-08-28 11:21:07,2017-08-28,0,"neutral"
"please go through my tweets on your myntra page you guys either not serious or you took it granted","@MyntraSupport please go through my tweets on your myntra page. You guys either not serious or you took it granted..",2017-08-28 11:11:27,2017-08-28,0,"neutral"
"he told me that he will do something regarding this but no reply till yet that s what you call great service thank you","@myntra 1/5 he told me that he will do something regarding this. But no reply till yet. That's what you call great service? Thank you",2017-08-28 11:10:21,2017-08-28,2,"positive"
"your delivery boy not called me once and top of that i called to your customer care mr farukh attended call and told me that","@myntra 1/4 your delivery boy not called me once and top of that I called to your customer care, Mr. Farukh attended call and told me that",2017-08-28 11:07:41,2017-08-28,1,"positive"
"dear myntra thank you for not fulfilling my order and more then that my expectations with myntra i am attaching my order details","1/1@myntra Dear Myntra thank you for not fulfilling my order and more then that my expectations with myntra. I am attaching my order details",2017-08-28 11:02:18,2017-08-28,1,"positive"
"layered for good in this ikat and mangalgiri high low tunic your best bet for making a distinct expression exclus","Layered for good in this Ikat and Mangalgiri high-low tunic. Your best bet for making a distinct expression! Exclus… https://t.co/KmCXjCO9s9",2017-08-28 11:00:48,2017-08-28,2,"positive"
"manage your pain points with","Manage Your #ecommerce Pain Points With #IT - https://t.co/jRsWDBoxdb &gt; by #ShamikSharma - Chief Product &amp; Technolo… https://t.co/n0RC2GhOLm",2017-08-28 10:41:01,2017-08-28,-1,"negative"
"m a c the world s make up authority is now on myntra 
checkout a wide range of your favorites from foundations","M.A.C, the world’s make-up authority is now on Myntra!
Checkout a wide range of your favorites, from foundations,… https://t.co/zkJuRqwH3X",2017-08-28 10:32:09,2017-08-28,0,"neutral"
"how can sell a fresh arrival product on discount is cheating customers","@FlyingMachine80 How can @myntra  sell a fresh arrival product on discount? @FlyingMachine80 is cheating customers.… https://t.co/jR6kcA0qMl",2017-08-28 10:24:14,2017-08-28,0,"neutral"
"no update is shared 
 almost hours are over","@MyntraSupport No update is shared 
.. almost 24 hours are over @ANarayanan24 @myntra @aajtak @ZeeNews",2017-08-28 10:23:02,2017-08-28,0,"neutral"
"i bought a jeans frm day inr fresh arrvl amp d same product is available on myntra ds","I bought a Jeans frm @FlyingMachine80 2day 4 INR3000(fresh arrvl) &amp; d same product is available on Myntra 4 1799(ds… https://t.co/TFeC1PM6ma",2017-08-28 10:21:13,2017-08-28,1,"positive"
"hi i didn t receive my phonepe cash back shopped from myntra kindly update","@PhonePeSupport hi I didn't receive my phonepe cash back ..shopped from myntra..kindly update",2017-08-28 10:12:08,2017-08-28,0,"neutral"
"really poor service from and i recommend not to buy this kind of product from","Really Poor service from @myntra and #seller. I recommend not to buy this kind of product from @myntra @Flipkart… https://t.co/mzMvmGS5WY",2017-08-28 10:01:17,2017-08-28,0,"neutral"
"and i have placed another other whose dispatch date is th aug still no status update for the order","And I have placed another other whose dispatch date is 26th Aug still no status update for the order @myntra (3/4)",2017-08-28 10:00:11,2017-08-28,0,"neutral"
"or bad quality but still product is availble on whats wrong wth why you don t want to deliver when custmer needs it","or bad quality.But Still, Product is availble on @myntra. Whats wrong wth @myntra why you don't want to deliver when custmer needs it. (2/4)",2017-08-28 09:59:53,2017-08-28,-2,"negative"
"initially my order cancelled by seller just after delivery date and reason given by and seller is","@myntra Initially my order cancelled by seller just after delivery date, and reason given by @myntra and seller is… https://t.co/glISgNllZd",2017-08-28 09:58:28,2017-08-28,0,"neutral"
"can u give me the details of this estimated tax u r taking much more tax than others","@myntra can u give me the details of this estimated tax.. U r taking much more tax than others https://t.co/OAQQSha2FK",2017-08-28 09:36:25,2017-08-28,0,"neutral"
"current offerings include health food subscriptions fitness activities and diy meditation","Current offerings include health food subscriptions, fitness activities and DIY meditation https://t.co/QzJVelYeJS",2017-08-28 09:33:29,2017-08-28,0,"neutral"
"collection of from 
now available on","#spectacular collection of #Sneakers from #knottyderby !
Now available on #Myntra !
#stayyoung #staynaughty https://t.co/0VEcmZydH0",2017-08-28 09:11:01,2017-08-28,2,"positive"
"wants to exchange offline titan voucher with fk amazon paytm myntra jabong","@thefreejinn wants to exchange offline 2500 Titan voucher with 2000 Fk/amazon/Paytm/Myntra/Jabong",2017-08-28 09:08:16,2017-08-28,0,"neutral"
"enjoy this special offer at myntra","Enjoy this Special Offer at Myntra ----- https://t.co/b80evOErlP https://t.co/Bwx406Wzds",2017-08-28 09:00:05,2017-08-28,1,"positive"
"team recd a different product wrote a email to cs days and no resolution ​
order no","@MyntraSupport @myntra Team recd a different product , wrote a email to CS..5 days and no resolution :( ​
Order no : 1054876-3188750-9760603",2017-08-28 08:48:27,2017-08-28,0,"neutral"
"savings upto 
 sold by myntra
ameradeals get upto off on kurtas and kurtis","| SAVINGS- Upto 70%
| SOLD BY- MYNTRA
AmeraDeals: Get upto 70% off on Kurtas and Kurtis https://t.co/ThEJWQCf81 https://t.co/B1LxgFywOS",2017-08-28 08:06:53,2017-08-28,1,"positive"
"scuderia ferrari watches available in 
built for performance and driven by passion 
myntra","#TIMEFORSPEED Scuderia Ferrari watches available in #NEWDELHI 
Built for Performance, and Driven by Passion.
Myntra… https://t.co/AWVNgvkveu",2017-08-28 07:59:16,2017-08-28,1,"positive"
