"cleanedTweets","tweet","timestamp","Date","score","sentiment"
"i recently tried amp recommend it get extra on top of free at jabong amazon","I recently tried @Cashkarocom &amp; recommend it! Get EXTRA #Cashback on top of free #Coupons at Jabong, Amazon  https://t.co/CMaUES524t",2017-08-29 10:27:53,2017-08-29,4,"positive"
"hurry jabong buy any products at just rs only till pm","(Hurry) Jabong- Buy Any 3 Products at just Rs 999 only | Till 6 PM https://t.co/Q31eaIUq0X https://t.co/NMyqeJLC69",2017-08-29 09:54:51,2017-08-29,0,"neutral"
"once again we are back with an awesome deal for you jabong is offering buy any products at just rs only","Once again we are back with an awesome deal for you. Jabong is offering Buy Any 3 Products at just Rs 999 only.... https://t.co/43kW9LfSG8",2017-08-29 09:49:08,2017-08-29,1,"positive"
"i liked a video","I liked a @YouTube video https://t.co/z77tXije3d Huge Clothing &amp; Accessories haul | Zara Koovs Forever21 Jabong | Perkymegs",2017-08-29 09:38:35,2017-08-29,1,"positive"
"clothing footwear amp accessories buy any at rs jabong","Clothing, Footwear &amp; Accessories Buy any 3 at Rs. 999 @ Jabong https://t.co/wmx5rvGSiT",2017-08-29 09:16:54,2017-08-29,0,"neutral"
"sneaker loving and over dosing on featured in 🏻 link","Sneaker loving and over dosing on @adidasoriginals --- Featured in @TheJuice_Mag 🙏🏻🌻 Link: https://t.co/NRWLYvSOtJ https://t.co/yv0ecPWkAC",2017-08-29 09:11:29,2017-08-29,1,"positive"
"jabong shorts amp ths below rs","Jabong Shorts &amp; 3/4ths Below Rs.1299 ----- https://t.co/StDs0rr9nT https://t.co/28faoRgrk0",2017-08-29 09:00:13,2017-08-29,0,"neutral"
"fashion e commerce vertical players have gone quiet after jabong acquisition","Fashion e-commerce vertical players have gone quiet after Jabong acquisition!",2017-08-29 08:58:08,2017-08-29,1,"positive"
"flat rs on branded clothing amp footwear jabong","Flat Rs.1299 on Branded Clothing &amp; Footwear - Jabong https://t.co/Glhr815rz4",2017-08-29 08:16:04,2017-08-29,0,"neutral"
"get dorothy perkins clothing and accessories minimum off jabong offer","Get Dorothy Perkins Clothing and Accessories Minimum 30% OFF | Jabong Offer https://t.co/2oh1cSW5FW #india #offers… https://t.co/u2WVkQ6ogS",2017-08-29 07:00:02,2017-08-29,0,"neutral"
"currently our online merchants are flipkart myntra jabong box etc and offline merchants are spencer s ccd barista","@imGautaam Currently, our online merchants are Flipkart, Myntra, Jabong, Box8, etc and offline merchants are Spencer's, CCD, Barista,(1/2)",2017-08-29 06:43:48,2017-08-29,0,"neutral"
"y dont jabong india starts begging on road instead of cheating others money shameless jabong india my orderno","@JabongIndia  y dont jabong india starts begging on road instead of cheating others money..shameless jabong india.my orderno 170729460103619",2017-08-29 06:26:17,2017-08-29,-2,"negative"
"jabong playing cheap game for rs i think beggars are better than them","@JabongIndia  jabong playing cheap game for 949rs..i think beggars are better than them",2017-08-29 06:24:22,2017-08-29,0,"neutral"
"flipkart should had cancelled the order to buy jabong as they cancelled my order no solution yet","@ANarayanan24  @JabongIndia @Flipkart 
flipkart should had cancelled the order to buy jabong as they cancelled my order. no solution yet.",2017-08-29 06:00:53,2017-08-29,0,"neutral"
"fashion flat off on clothing bags amp footwear from jabong upto cashback","fashion  Flat 50% OFF on Clothing, Bags &amp; Footwear from Jabong.+ Upto 5% cashback https://t.co/mMQipkRGqq",2017-08-29 05:38:34,2017-08-29,1,"positive"
"crushing on these gorgeous floral beauties from dorothy perkins amp how 
shop the all new exclusive collection here","Crushing on these gorgeous floral beauties from Dorothy Perkins &amp; how! 
Shop the all new exclusive collection here:… https://t.co/pEeWx2kuxK",2017-08-29 05:25:30,2017-08-28,0,"neutral"
"smashing offer on jabong shorts amp capris","Smashing offer on Jabong Shorts &amp; Capris ----- https://t.co/SCAHzujUfd https://t.co/A0TVOjkJmv",2017-08-29 05:00:08,2017-08-28,0,"neutral"
"my last shopping on jabong frnds jabong se koi ciz ja lo jabong bhut hi slow company h koi v order time pe","@JabongIndia.my last shopping on jabong.frnds jabong se koi ciz ja lo jabong bhut hi slow company h koi v order time pe",2017-08-29 04:56:50,2017-08-28,-1,"negative"
"tops amp tees upto off from top brands at along with rs additional via zingoy visit","Tops &amp; Tees Upto 70% Off from top brands at #Jabong along with Rs.282 Additional #Cashback via Zingoy visit… https://t.co/EHRdSFUtKu",2017-08-29 04:00:09,2017-08-28,3,"positive"
"very nice review of jabong i appreciate your minute observations amp realistic approach","very nice review of Jabong .I appreciate your minute observations &amp; realistic approach.",2017-08-29 03:13:53,2017-08-28,3,"positive"
"sharing ecommerce in india customers of flipkart jabong and snapdeal are the most","sharing #suaju Ecommerce In India: Customers Of Flipkart, Jabong and Snapdeal Are The Most .... #ecommerce #tech https://t.co/qXchhr6vDL",2017-08-28 23:34:30,2017-08-28,0,"neutral"
"wills lifestyle amp john players minimum off off cashback jabong","Wills Lifestyle &amp; John Players Minimum 50% off + 10% off + 10% Cashback @ Jabong https://t.co/rc80FCiixI",2017-08-28 18:46:22,2017-08-28,1,"positive"
"jabong offer get extra off on ethnic wear","jabong offer :Get extra 15% off on Ethnic Wear https://t.co/xw2aZgD6Nj https://t.co/nobhTlFkZk",2017-08-28 17:45:35,2017-08-28,0,"neutral"
"learn something good from and no one from should use jabong app for online purchase","@JabongIndia learn something good from @myntra and @amazonIN . No one from #Cochin should use Jabong app for online purchase.",2017-08-28 17:33:38,2017-08-28,1,"positive"
"get upto off on women s care","Get upto 20% off on Women’s #Skin Care #Jabong #Deals #Offer #Coupons #DealAlerts #DealOfTheDay https://t.co/BQztdyAovJ",2017-08-28 17:14:02,2017-08-28,0,"neutral"
"flat off extra rs off on john players trousers for men jabong","Flat 50% Off + Extra Rs. 400 Off on John Players Trousers For Men - Jabong https://t.co/lQX9C3HLpi",2017-08-28 15:36:05,2017-08-28,0,"neutral"
"upto off on jabong polos amp tees","Upto 72% Off on Jabong Polos &amp; Tees ----- https://t.co/Rt92GTR8of https://t.co/ZzoOvqE810",2017-08-28 15:00:08,2017-08-28,0,"neutral"
"minimum off extra rs off on clothing bags min order rs jabong","Minimum 40% Off + Extra Rs. 400 Off on Clothing, Bags (Min Order Rs. 1599) - Jabong https://t.co/SUzVuTemTP",2017-08-28 14:44:04,2017-08-28,0,"neutral"
"worst customer experience me aakash bajoria com and my wife pragya agarwal com will never shop on jabong","@JabongIndia Worst customer experience...me (aakash.bajoria@gmail.com) and my wife (pragya.agarwal2@gmail.com) will never shop on Jabong",2017-08-28 14:41:30,2017-08-28,-1,"negative"
"jabong minimum off rs off on rs cashback","Jabong Minimum 50% off + Rs. 400 off on Rs. 1599 + 10% Cashback https://t.co/Lw3CuQ3jUQ",2017-08-28 14:31:02,2017-08-28,1,"positive"
"sometime left for the take a selfie with ganesha amp win micromax smartphone and jabong vouchers everyday","sometime left for the  #MondayMotivation. Take a selfie with Ganesha &amp; win Micromax smartphone and Jabong vouchers everyday. #contest #alert",2017-08-28 13:22:38,2017-08-28,1,"positive"
"the right kind of monday blues 
shop now at","The right kind of Monday Blues.
Shop Now at: https://t.co/D3F6cITt18
#SelectedHomme #FeelSelected #TheSelectedMan https://t.co/knWG5wMCq3",2017-08-28 13:00:02,2017-08-28,1,"positive"
"jabong ethnic wear get extra off","Jabong Ethnic Wear - Get extra 15% off
https://t.co/R31ucT5qLA
#Trendingdeal #Jabong",2017-08-28 11:54:22,2017-08-28,0,"neutral"
"get extra off on ethnic wear use coupon code grab at","# Get extra 15% off on Ethnic Wear. Use coupon code GRAB15 at https://t.co/BW1nvFYxZb",2017-08-28 11:21:07,2017-08-28,0,"neutral"
"clearance sale upto off on men s sneakers sale at jabong","Clearance Sale – Upto 70% off on Men’s Sneakers – Sale at Jabong ! https://t.co/5EO05MDY9Z",2017-08-28 10:42:19,2017-08-28,0,"neutral"
"bella moda dresses amp skirts for kids get upto off","BELLA MODA DRESSES &amp; SKIRTS FOR KIDS - Get upto 60% off
https://t.co/w7aN1BtFyn
#Trendingdeal #Jabong",2017-08-28 10:33:44,2017-08-28,0,"neutral"
"get footwear minimum off jabong offer","Get Footwear Minimum 50% OFF | Jabong Offer https://t.co/ZHPiZvmJkA #india #offers #deals #mumbai #delhi https://t.co/aB62tx2p26",2017-08-28 10:00:02,2017-08-28,0,"neutral"
"check out this lovely fitness based interaction of vidyut jammwal with the employees of fitness amp masti","Check out this lovely fitness based interaction of Vidyut Jammwal with the employees of #Jabong! Fitness &amp; masti... https://t.co/OcYTGGgyig",2017-08-28 09:33:48,2017-08-28,1,"positive"
"minimum off on footwear jabong","Minimum 50% Off on Footwear - Jabong https://t.co/OqOFiEGBdN",2017-08-28 09:12:04,2017-08-28,0,"neutral"
"wants to exchange offline titan voucher with fk amazon paytm myntra jabong","@thefreejinn wants to exchange offline 2500 Titan voucher with 2000 Fk/amazon/Paytm/Myntra/Jabong",2017-08-28 09:08:16,2017-08-28,0,"neutral"
"new arrivals upto off on women s exclusive kurtis sale at jabong","New Arrivals – Upto 70% off on Women’s Exclusive Kurtis – Sale at Jabong ! https://t.co/gj9aw8ITSU",2017-08-28 08:34:53,2017-08-28,0,"neutral"
"brand day upto off on jack amp jones clothing amp footwear for men s sale at jabong","Brand Day – Upto 50% off on Jack &amp; Jones Clothing &amp; Footwear for Men’s – Sale at Jabong ! https://t.co/s1FRp2IxCc",2017-08-28 08:06:00,2017-08-28,0,"neutral"
"footwear min off off cashback jabong","Footwear Min 50% off + 15% off + 10% cashback @ Jabong https://t.co/Qf9jDVjPT1",2017-08-28 08:01:54,2017-08-28,1,"positive"
"use my referral code sanb nez and get jabong voucher worth rs download app and sign up from","Use my referral code SANB5NEZ8 and get Jabong voucher worth Rs 250. Download app and sign up from https://t.co/N9sSUIM2hM",2017-08-28 08:00:49,2017-08-28,1,"positive"
"here s your take a selfie with ganesha amp win micromax smartphone and jabong vouchers everyday","Here’s your #MondayMotivation. Take a selfie with Ganesha &amp; win Micromax smartphone and Jabong vouchers everyday. #StayTuned #MeWithGanesha",2017-08-28 07:52:24,2017-08-28,1,"positive"
"store buy anything below rs","#Jabong 999 Store : Buy Anything Below Rs 999 https://t.co/HlekItJoIL  Valid till 31-Aug-2017 https://t.co/yQ99MCVDOb",2017-08-28 06:37:43,2017-08-28,0,"neutral"
"brand day extra off up to from us","#Jabong Brand Day Extra 10% Off + Up to 12% #Cashback from us @InOffersMonkey https://t.co/LaOPS5yEsd https://t.co/9ycCrBl4PM",2017-08-28 06:01:50,2017-08-28,1,"positive"
"don t miss out on some of the best steal deals in the store on jabong 

claim extra upto cashback here","Don't miss out on some of the best steal deals in the 1299 store on Jabong! 

Claim extra upto 10.5% cashback here:… https://t.co/OPQh17mVJA",2017-08-28 05:32:44,2017-08-28,0,"neutral"
"buy tcl k uhd android tv and get rs cashback as amazon pay balance amazon","Buy TCL 4K UHD Android TV and Get Rs.5000 Cashback as Amazon Pay Balance - Amazon - https://t.co/UTKKB3ljBl TCL 4... https://t.co/Q7N15rgStt",2017-08-28 02:48:49,2017-08-27,1,"positive"
"ranju n indian body transformation videos check it out hulk clothing haul ever myntra jabong pantaloons","Ranju N Indian Body Transformation Videos Check It Out hulk  CLOTHING haul | 4ever 21, Myntra, Jabong, Pantaloons -… https://t.co/e5nvDU5IRz",2017-08-28 02:24:06,2017-08-27,0,"neutral"
"if anyone has a jabong voucher up for exchange for bms amazon pizza hut kindly dm","#VoucherExchange If anyone has  a jabong voucher up for exchange for bms/amazon/pizza hut kindly DM",2017-08-28 02:16:56,2017-08-27,1,"positive"
"jabong mystery offer starting at midnight","Jabong Mystery offer starting at midnight  #Deals #Offers #Saving #India https://t.co/IDCAVoDvXZ",2017-08-27 18:30:05,2017-08-27,-1,"negative"
"believe you can and you re halfway there theodore roosevelt ⚡️","Believe you can... and you’re halfway there -Theodore Roosevelt 💪🏆⚡️
#jabong #onlineshopping #ecommerce #cataloge… https://t.co/xUu0cuhN7b",2017-08-27 16:00:56,2017-08-27,0,"neutral"
"why is there a diff in gst of same product on myntra amp jabong jabong myntra","@MyntraSupport @JabongIndia why is there a diff. in gst of same product on myntra &amp; Jabong.  Jabong - 8%, myntra -… https://t.co/p3s8VjYYBQ",2017-08-27 15:29:34,2017-08-27,0,"neutral"
"fashion under store from top brands at get rs on your shopping via zingoy visit gt gt","Fashion Under 299 Store from top brands at #Jabong + Get Rs.282 #Cashback on your shopping via Zingoy. Visit &gt;&gt;… https://t.co/U93xywPMsS",2017-08-27 14:55:07,2017-08-27,2,"positive"
"anyone up for 
really urgent if anyone has jabong voucher contact asap","@thefreejinn Anyone up for #VoucherExchange 
Really urgent if anyone has Jabong voucher. Contact asap",2017-08-27 14:52:35,2017-08-27,-1,"negative"
"jabong nike running shoe rs  off","Jabong: Nike Running Shoe @ Rs.985/- (70% OFF) https://t.co/8UUImvJtSX https://t.co/zVCVtkuHyE",2017-08-27 14:00:53,2017-08-27,0,"neutral"
"jabong nike running shoe rs off grab now","Jabong: Nike Running Shoe @ Rs.985/- (70% OFF) | Grab Now https://t.co/GIiqagEnwH https://t.co/slVilx11lb",2017-08-27 13:47:01,2017-08-27,0,"neutral"
"extra off on clothing footwear and accessories jabong","Extra 30% Off on Clothing, Footwear and Accessories - Jabong https://t.co/YabMBKOHVl",2017-08-27 13:44:04,2017-08-27,0,"neutral"
"extra off pm midnight grab now","Extra 30% OFF @Jabong | 6 pm - 12 midnight | Grab Now https://t.co/pkT3WOvkHC https://t.co/woohEhKNdx",2017-08-27 13:30:36,2017-08-27,0,"neutral"
"refund from jabong not credited to my credit card pending since days transaction id p","@PhonePe_ Refund from Jabong not credited to my credit card. Pending since 10 days. Transaction Id: P1708171054370157258308",2017-08-27 13:13:44,2017-08-27,1,"positive"
"get extra off on clothing at jabong","Get Extra 30% Off on Clothing at Jabong https://t.co/lXh71UcDZV https://t.co/L6t8XsrMSh",2017-08-27 13:10:31,2017-08-27,0,"neutral"
"extra off on jabong code super","Extra 30% OFF on Jabong Code- SUPER30 #Deals #Offers #Saving #India https://t.co/po5tGg2KSA",2017-08-27 13:00:05,2017-08-27,1,"positive"
"jabong min off off cashback","Jabong Min 50% off + 30% off + 10% Cashback : https://t.co/QCthmEMwm7 #Freebies #Free by @freebiesofindia",2017-08-27 12:57:23,2017-08-27,2,"positive"
"been trying to buy through for a while i live in the usa ma tried jabong app","@LISASTONESIFER @hrxbrand Been trying to buy through @hrxbrand for a while, I live in the USA, MA. Tried Jabong app… https://t.co/fJxHwrWpSE",2017-08-27 12:46:08,2017-08-27,0,"neutral"
"may be they want to reduce the cost of servicing that s a huge cost in itself we did the same when","@r0h1n @miten May be they want to reduce the cost of servicing. That's a huge cost in itself. We did the same when… https://t.co/SHQNMctJj0",2017-08-27 12:10:39,2017-08-27,0,"neutral"
"roadster black formal shoes worth rs for rs jabong","Roadster Black Formal Shoes worth Rs. 2599 for Rs. 868 - Jabong https://t.co/R3zGa4PXaG",2017-08-27 10:48:04,2017-08-27,1,"positive"
"don t know how many levels of escalation yoh have hearing for a month now solve right away such issues","#jabong don't know how many levels of escalation yoh have...hearing for a month now...#Amazon solve right away such issues",2017-08-27 10:47:26,2017-08-27,0,"neutral"
"this is to inform you about delay in refund initiation of order no due to dera verdict it will be initiated on th","This is to inform you about delay in refund initiation of order no.. due to “Dera Verdict”, it will be initiated on 28th  #deraeffect@jabong",2017-08-27 09:35:11,2017-08-27,0,"neutral"
"jabong","@Joselogy Jabong",2017-08-27 07:57:30,2017-08-27,0,"neutral"
"last day of big sports fest at get upto off extra rs on top via cashkaro shop via","Last Day of Big Sports Fest at #Jabong! Get upto 70% off + extra Rs250 #Cashback on top via CashKaro! Shop via… https://t.co/xtE6cnicI8",2017-08-27 07:30:12,2017-08-27,2,"positive"
"jabong rs cashback offer applicable on how much amount of order","@TopCashBackIn Jabong 300rs cashback offer applicable on how much amount of order?",2017-08-27 07:23:44,2017-08-27,1,"positive"
"came from mcdo with jabong and now here at avon s mansion naman wow","Came from Mcdo with Jabong and now, here at Avon's mansion naman. Wow. 😱😂",2017-08-27 07:19:05,2017-08-27,1,"positive"
"break up with stress and love","Break Up With Stress And Love #Shopping.
#Offer #GrabOn #SaveOnGrabOn
https://t.co/hcQorHQm1E https://t.co/lsXBaauVoS",2017-08-27 07:15:04,2017-08-27,-1,"negative"
"fast loot jabong puma ₹","Fast loot Jabong puma @180₹ #Deals #Offers #Saving #India https://t.co/CmktiXesFj",2017-08-27 07:00:05,2017-08-27,0,"neutral"
"candyskin lingerie now available on","Candyskin Lingerie Now Available on https://t.co/Bf5EIzneBh
Follow the link https://t.co/vVfKzd0PPX
#BeDelicious https://t.co/76Z9Si7R9B",2017-08-27 05:58:15,2017-08-27,1,"positive"
"puma minimum off cashback at jabong","Puma Minimum 60% off + 10% Cashback at Jabong : https://t.co/d77NgVjfP0 #Freebies #Free by @freebiesofindia",2017-08-27 05:56:38,2017-08-27,2,"positive"
"selfie contest click here to participate","#MeWithGanesha selfie contest. Click here to participate: https://t.co/i1jdqFSo16
Win Jabong Vouchers (daily) &amp; 1 Mega Prize. T&amp;C apply*",2017-08-27 05:33:00,2017-08-27,1,"positive"
"puma minimum off cashback jabong","Puma Minimum 60% off + 10% Cashback @ Jabong https://t.co/NnL16tDvKu",2017-08-27 05:17:03,2017-08-26,1,"positive"
"same story happening that happened one month back but you people will not initiate the refund 

beware of the fraud site jabong","@JabongIndia Same story happening that happened one month back but you people will not initiate the refund 

Beware of the fraud site Jabong",2017-08-27 04:30:06,2017-08-26,-1,"negative"
"grab in jabong","Grab in JABONG https://t.co/wrJ1CczsLo",2017-08-27 02:47:59,2017-08-26,0,"neutral"
"is back with something new","@JabongIndia is back with something new!!!! #BigSportsFest -  https://t.co/1GR9v9gMho https://t.co/YyhC4ApUTL",2017-08-27 02:30:04,2017-08-26,0,"neutral"
"digital watches online buy men digital watches online in india","Digital Watches Online - Buy Men Digital Watches Online in India | https://t.co/27zUzrPW5k https://t.co/jZocxGkLnU",2017-08-27 01:29:17,2017-08-26,0,"neutral"
"great deals on jabong sneakers","Great Deals on Jabong Sneakers ----- https://t.co/LYH0ITATSe https://t.co/SCn39psCvj",2017-08-26 21:00:06,2017-08-26,1,"positive"
"when jabong cashback increased to rs please ans","@GoPaisaSupport When Jabong cashback increased to 300rs? Please ans",2017-08-26 19:43:25,2017-08-26,1,"positive"
"didn t register an amount of rs as payment to jabong but the amount has been deducted from my account","@Paytm @Paytmcare didn't register an amount of Rs. 2420.27 as payment to Jabong but the amount has been deducted from my account.",2017-08-26 19:37:01,2017-08-26,0,"neutral"
"one femme black solid blouse is now on sale for rs","@krishpuri - One Femme Black Solid Blouse is now on sale for Rs.589.00 - https://t.co/4MKOlpl9IO #Jabong #India",2017-08-26 19:26:05,2017-08-26,1,"positive"
"nike running shoes worth rs for rs jabong","Nike Running Shoes worth Rs. 2995 for Rs. 895 - Jabong https://t.co/QTzvCJZuYi",2017-08-26 19:08:02,2017-08-26,1,"positive"
"nike running shoes rs jabong","Nike Running Shoes Rs.1083 – Jabong https://t.co/mRmTfxduY1",2017-08-26 18:54:13,2017-08-26,0,"neutral"
"jabong mystery offer flat off keep refreshing new products are bei","Jabong Mystery Offer ( Flat 80% Off) | Keep Refreshing , new products are bei... #Deals #Offers #Saving #India https://t.co/4Gc21xZlm8",2017-08-26 18:12:17,2017-08-26,0,"neutral"
"jabong big sports fest on th and th august","Jabong big sports fest on 26th and 27th august #Deals #Offers #Saving #India https://t.co/CnYdBtp0uf",2017-08-26 18:12:17,2017-08-26,0,"neutral"
"order it fast and then don t get delivery jabong s way for working","@JabongIndia Order it fast and then Don't get Delivery :-), jabong's way for working #NOJabong, #Bigbrandsale",2017-08-26 18:08:16,2017-08-26,1,"positive"
"they even re imagined ways to making fool","@JabongIndia they even re-imagined ways to making fool, #NoJabong, #juicebyjabong, #jabong",2017-08-26 18:07:25,2017-08-26,-1,"negative"
"hurry please they only lie for limited time as they have to settle accounts post that","@JabongIndia Hurry please, they only Lie for limited time, as they have to settle accounts post that #NoJabong #BigSportsFest #jabong",2017-08-26 18:05:02,2017-08-26,-2,"negative"
"i think amazon don t have apparel collec","@MasurkarH @myntra @MyntraSupport @facebook @JabongIndia @amazonIN @amazon I think amazon don't have apparel collec… https://t.co/gh93KjlslR",2017-08-26 17:30:30,2017-08-26,0,"neutral"
"get women suit sets upto off jabong offer","Get Women Suit Sets Upto 70% OFF | Jabong Offer https://t.co/jd6PJe1xEr #india #offers #deals #mumbai #delhi https://t.co/CKXXR5WBn0",2017-08-26 17:30:03,2017-08-26,0,"neutral"
"upto off on gkiidz boys clothing jabong","Upto 79% Off on GKIIDZ Boys Clothing - Jabong https://t.co/1wEvNvWu6f",2017-08-26 17:00:04,2017-08-26,0,"neutral"
"get harpa womens clothing minimum off jabong offer","Get Harpa Womens Clothing Minimum 50% OFF | Jabong Offer https://t.co/8wi3Xit6xE #india #offers #deals #mumbai… https://t.co/eYHQnGGgYj",2017-08-26 17:00:02,2017-08-26,0,"neutral"
"flat off on clothing for men amp women jabong","Flat 90% Off on Clothing for Men &amp; Women - Jabong https://t.co/qC4DoIku9f",2017-08-26 16:44:04,2017-08-26,0,"neutral"
"jabong monsoon sale get off jabong offer","Jabong Monsoon Sale - Get 40% - 80% OFF | Jabong Offer https://t.co/38Kj83RAUm #india #offers #deals #mumbai #delhi https://t.co/pbIi8ZPD4z",2017-08-26 16:15:01,2017-08-26,0,"neutral"
"jabong sports wears min off rs off on rs cashback jabong","Jabong Sports Wears Min 50% off + Rs. 500 off on Rs. 1999 + 10% Cashback – Jabong https://t.co/V5T3Wt77p8",2017-08-26 12:59:16,2017-08-26,1,"positive"
"this is to inform you about delay in refund initiation of order no xxxx due to dera verdict it will be initiated on aug","This is to inform you about delay in refund initiation of order no:xxxx due to Dera Verdict, it will be initiated on 28 Aug 2017: @jabong",2017-08-26 12:27:24,2017-08-26,0,"neutral"
"get up to off on get up to ₹ klippd cashback frm","Get up to 70% off on @JabongIndia + Get up to ₹235 Klippd cashback frm https://t.co/XyVYELPe8b
#NewsWiz2… https://t.co/phzsv2V1sS",2017-08-26 11:40:27,2017-08-26,1,"positive"
"shop at india s biggest sports shopping event the jabong big sports fest from th till th aug","“Shop #tiktauli at India’s biggest sports shopping event –The Jabong Big Sports Fest from 26th till 27th Aug.… https://t.co/kWLwEjUuCG",2017-08-26 08:47:11,2017-08-26,0,"neutral"
"score more at big sports fest upto discount 

grab your pair","Score More at BIG Sports Fest Upto 50% Discount.

Grab Your pair @ #Jabong https://t.co/TiXEkUyPgT https://t.co/Rb2AjwNK4e",2017-08-26 08:15:57,2017-08-26,0,"neutral"
"grab the big sports fest at jabong to get min off on top brands amp extra rs cashback from sitaphal shop via","Grab the Big Sports Fest at Jabong to get min 40% Off on Top Brands &amp; extra Rs 260 Cashback from Sitaphal. Shop via… https://t.co/COJWHh38Pr",2017-08-26 08:02:59,2017-08-26,2,"positive"
"upto off flat ₹ rings on 
visit now","Upto 70% off + flat ₹250 #ringbucket rings on #jabong! #bigsportsfest
visit now: https://t.co/TAiwqBowtz https://t.co/tENbnjyS4Y",2017-08-26 07:46:36,2017-08-26,0,"neutral"
"aurelia brand day  jabong","Aurelia Brand Day @ Jabong https://t.co/dFqFTVn75a",2017-08-26 07:32:21,2017-08-26,0,"neutral"
"brand day upto off on adidas all products sale at jabong","Brand Day – Upto 60% off on Adidas All Products – Sale at Jabong ! https://t.co/5SKYJdsPcM",2017-08-26 06:53:00,2017-08-26,0,"neutral"
"how to stop promotional sms from jabong","@JabongIndia how to stop promotional sms from Jabong😡😡😡",2017-08-26 06:33:31,2017-08-26,0,"neutral"
"win contest click here to participate","Win! #MeWithGanesha contest. Click here to participate: https://t.co/i1jdqFSo16 win Jabong Vouchers (daily) &amp; 1 Mega Prize. T&amp;C apply*",2017-08-26 06:30:00,2017-08-26,3,"positive"
"after item return they are not able to track it they closed the opened issue as well","#jabong #sucks ...after item return they are not able to track it...they closed the opened issue as well...#cheaters",2017-08-26 06:23:01,2017-08-26,-2,"negative"
"big fashion sale flat rs on apparels amp footwear sale at jabong","Big Fashion Sale – Flat Rs.999 on Apparels &amp; Footwear – Sale at Jabong ! https://t.co/DmIpHSGcBb",2017-08-26 06:20:03,2017-08-26,0,"neutral"
"nike court lite black off at rs","Nike Court Lite Black #Tennis #Shoes 50% off at Rs.2398 – @JabongIndia

@Nike @nikesportswear #Nike #onlineshopping… https://t.co/aRxJ1ye4JX",2017-08-26 06:10:52,2017-08-26,0,"neutral"
"min off jabong sports wears off cashback from jabong","Min 40% off – Jabong Sports Wears + 25% off + 10% Cashback From Jabong https://t.co/H7XalQJP0N https://t.co/3b2y13rBwO",2017-08-26 06:05:27,2017-08-26,1,"positive"
"jabong big sports fest th and th august","Jabong big sports fest 26th and 27th august #Deals #Offers #Saving #India https://t.co/CnYdBtp0uf",2017-08-26 06:00:03,2017-08-26,0,"neutral"
"get flat off on top sports brands jabong offer","Get Flat 80% OFF on Top Sports Brands | Jabong Offer https://t.co/Fw6JPtfhdd #india #offers #deals #mumbai #delhi https://t.co/grG8ooNTVS",2017-08-26 06:00:02,2017-08-26,1,"positive"
"flat off on clothing footwear amp accessories jabong","Flat 80% Off on Clothing, Footwear &amp; Accessories - Jabong https://t.co/YVMIqifbSH",2017-08-26 05:40:04,2017-08-26,0,"neutral"
"clothing footwear amp accessories minimum off cashback jabong","Clothing, Footwear &amp; Accessories minimum 70% off + 10% Cashback @ Jabong https://t.co/YULH9Qjl0t",2017-08-26 05:37:10,2017-08-26,1,"positive"
